pmid,title,abstract,year,month,day
34960224,Evaluation of Antibody Response to Heterologous Prime-Boost Vaccination with ChAdOx1 nCoV-19 and BNT162b2: An Observational Study.,"In several countries, thrombotic events after vaccination with ChAdOx1 nCoV-19 have led to heterologous messenger RNA (mRNA) boosting. We tested the antibody response to SARS-CoV-2 spike protein four weeks after heterologous priming with the ChAdOx1 (ChAd) vector vaccine followed by boosting with BNT162b2(ChAd/BNT), comparing data of homologous regimen (BNT/BNT, ChAd/ChAd) subjects positive for SARS-CoV-2 after the first dose of BNT162b2 (BNT1dose/CoV2) and convalescent COVID-19. healthy subject",2021,12,31
34960189,Antibody Response of BNT162b2 and CoronaVac Platforms in Recovered Individuals Previously Infected by COVID-19 against SARS-CoV-2 Wild Type and Delta Variant.,"Vaccinating recovered patients previously infected by COVID-19 with mRNA vaccines to boost their immune response against wild-type viruses (WT), we aimed to investigate whether vaccine platform and time of vaccination affect immunogenicity against the SARS-CoV-2 WT and Delta variant (DV). Convalescent patients infected by COVID-19 were recruited and received one booster dose of the BNT162b2 (PC-B) or CoronaVac (PC-C) vaccines, while SARS-CoV-2 naïve subjects received two doses of the BNT162b2 (C",2021,12,31
34960158,Humoral Immune Response to SARS-CoV-2 Vaccination after a Booster Vaccine Dose in Two Kidney Transplant Recipients with Fabry Disease and Variable Secondary Immunosuppressive Regimens.,"The urgent need to fight the COVID-19 pandemic has accelerated the development of vaccines against SARS-CoV-2 and approval processes. Initial analysis of two-dose regimens with mRNA vaccines reported up to 95% efficacy against the original strain of the SARS-CoV-2 virus. Challenges arose with the appearance of new strains of the virus, and reports that solid organ transplant recipients may have reduced vaccination success rates after a two-dose mRNA vaccination regimen encouraged health authorit",2021,12,31
34960133,"A Systematic Review on COVID-19 Vaccine Strategies, Their Effectiveness, and Issues.","COVID-19 vaccines are indispensable, with the number of cases and mortality still rising, and currently no medicines are routinely available for reducing morbidity and mortality, apart from dexamethasone, although others are being trialed and launched. To date, only a limited number of vaccines have been given emergency use authorization by the US Food and Drug Administration and the European Medicines Agency. There is a need to systematically review the existing vaccine candidates and investiga",2021,12,31
34960122,Immunogenicity and Safety of an Intradermal BNT162b2 mRNA Vaccine Booster after Two Doses of Inactivated SARS-CoV-2 Vaccine in Healthy Population.,"Effective vaccine coverage is urgently needed to tackle the COVID-19 pandemic. Inactivated vaccines have been introduced in many countries for emergency usage, but have only provided limited protection. Heterologous vaccination is a promising strategy to maximise vaccine immunogenicity. Here, we conducted a phase I, randomised control trial to observe the safety and immunogenicity after an intradermal boost, using a fractional dosage (1:5) of BNT162b2 mRNA vaccine in healthy participants in Song",2021,12,31
34958917,Outbreak of SARS-CoV-2 B.1.617.2 (delta) variant in a nursing home 28 weeks after two doses of mRNA anti-COVID-19 vaccines: evidence of a waning immunity.,"To describe a severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) B.1.617.2 (Delta) variant outbreak among residents (n??9) and health workers (n??9) of a small nursing home in northeastern Italy, with full vaccination coverage of 91% and 82%, respectively. Evaluation of the anti-Spike IgG titres 28 weeks after the mRNA vaccine booster dose against SARS-CoV-2 infection and severe coronavirus disease 2019 (COVID-19). Sera were collected within 48 hours from the index case; anti-Spike",2022,1,22
34953607,"Cohort study of Covid-19 vaccine effectiveness among healthcare workers in Finland, December 2020 - October 2021.","Recently, Covid-19 vaccine effectiveness has decreased especially against mild disease due to emergence of the Delta variant and waning protection. In this register-based study among healthcare workers in Finland, the vaccine effectiveness of two-dose mRNA vaccine series against SARS-CoV-2 infection decreased from 82% (95% CI 79-85%) 14-90 days after vaccination to 53% (43-62%) after 6 months. Similar trend was observed for other series. Waning was not observed against Covid-19 hospitalization. ",2022,1,26
34946275,Dynamics of Antibody Response to BNT162b2 mRNA COVID-19 Vaccine: A 7-Month Follow-Up Study.,"Background and Objectives: Comprehension regarding immunity to severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) is limited, and the durability of immune responses after vaccination is currently unknown. Several studies have reported on the antibody response in fully vaccinated individuals with a limited follow-up of the participants, i.e., below 7 months. Materials and Methods: The antibody response to complete vaccination with the BNT162b2 mRNA COVID-19 vaccine was ass",2021,12,27
34938959,Sustained but Declining Humoral Immunity Against SARS-CoV-2 at 9 Months Postvaccination With BNT162b2: A Prospective Evaluation in 309 Healthy Individuals.,The sustainability of coronavirus 19 (COVID-19) vaccine-induced immunity against severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) is critical to be determined to inform public health decisions on vaccination programs and prevention measures against COVID-19. The aim of the present study was to prospectively evaluate the kinetics of neutralizing antibodies (NAbs) and anti-S-receptor binding domain (RBD IgGs) against SARS-CoV-2 after full vaccination with the BNT162b2 mRNA vaccine for ,2021,12,24
34927258,Omicron: Call for updated vaccines.,"The Omicron SARS-CoV-2 variant was potentially generated from a chronically infected COVID-19 patient vaccinated with an messenger RNA (mRNA)- or non-mRNA-based vaccine, offering the opportunity for the virus to evolve and mutate to evade the body's immune response. To understand the significance of this SARS-CoV-2 variant and what it means for the global response to the pandemic, vaccinologists should systematically evaluate the role of mRNA- and non-mRNA-based vaccines in the generation of nov",2022,2,17
34911170,Neutralizing antibody titers six months after Comirnaty vaccination: kinetics and comparison with SARS-CoV-2 immunoassays.,"mRNA vaccines, including Comirnaty (BNT162b2 mRNA, BioNTech-Pfizer), elicit high IgG and neutralizing antibody (NAb) responses after the second dose, but the progressive decrease in serum antibodies against SARS-CoV-2 following vaccination have raised questions concerning long-term immunity, decreased antibody levels being associated with breakthrough infections after vaccination, prompting the consideration of booster doses. A total number of 189 Padua University-Hospital healthcare workers (HC",2022,2,14
34909777,Loss of Neutralizing Antibody Response to mRNA Vaccination against SARS-CoV-2 Variants: Differing Kinetics and Strong Boosting by Breakthrough Infection.,"The waning efficacy of SARS-CoV-2 vaccines combined with the continued emergence of variants resistant to vaccine-induced immunity has reignited debate over the need for booster vaccines. To address this, we examined the neutralizing antibody (nAb) response against four major SARS-CoV-2 variants-D614G, Alpha (B.1.1.7), Beta (B.1.351), and Delta (B.1.617.2)-in health care workers (HCWs) at pre-vaccination, post-first and post-second mRNA vaccine dose, and six months post-second mRNA vaccine dose.",2021,12,21
34906769,"Efficacy of mRNA, adenoviral vector, and perfusion protein COVID-19 vaccines.","Coronavirus disease 2019 (COVID-19) has a devastating impact on global populations triggered by a highly infectious viral sickness, produced by the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2). The third major cause of mortality in the United States, following heart disease and cancer in 2020, was undoubtedly COVID-19. The centers for disease control and prevention (CDC) and the world health organization (WHO) separately developed a categorization system for differentiating new s",2022,1,24
34906291,"Effectiveness of mRNA BNT162b2 Vaccine 6 Months after Vaccination among Patients in Large Health Maintenance Organization, Israel.","Israel experienced a new wave of coronavirus disease during June 2021, six months after implementing a national vaccination campaign. We conducted 3 discrete analyses using data from a large health maintenance organization in Israel to determine whether IgG levels of fully vaccinated persons decrease over time, describe the relationship between IgG titer and subsequent PCR-confirmed infection, and compare PCR-confirmed infection rates by period of vaccination. Mean IgG levels steadily decreased ",2022,1,27
34901098,Rapid Progression of Angioimmunoblastic T Cell Lymphoma Following BNT162b2 mRNA Vaccine Booster Shot: A Case Report.,"Since nucleoside-modified mRNA vaccines strongly activate T follicular helper cells, it is important to explore the possible impact of approved SARS-CoV-2 mRNA vaccines on neoplasms affecting this cell type. Herein, we report and discuss unexpected rapid progression of lymphomatous lesions after administration of a BNT162b2 mRNA vaccine booster in a man recently diagnosed with AITL.",2021,12,15
34899701,Robust Antibody Levels in Both Diabetic and Non-Diabetic Individuals After BNT162b2 mRNA COVID-19 Vaccination.,"The emergence of effective vaccines for COVID-19 has been welcomed by the world with great optimism. Given their increased susceptibility to COVID-19, the question arises whether individuals with type-2 diabetes mellitus (T2DM) and other metabolic conditions can respond effectively to the mRNA-based vaccine. We aimed to evaluate the levels of anti-SARS-CoV-2 IgG and neutralizing antibodies in people with T2DM and/or other metabolic risk factors (hypertension and obesity) compared to those withou",2021,12,27
34896516,SARS-CoV-2 antibody and T cell responses one year after COVID-19 and the booster effect of vaccination: A prospective cohort study.,"First, to describe SARS-CoV-2 T cell and antibody responses in a prospective cohort of healthcare workers that suffered from mild to moderate COVID-19 approximately one year ago. Second, to assess COVID-19 vaccine-induced immune responses in these prior-infected individuals. SARS-CoV-2-specific T cell and anti-SARS-CoV-2-Spike-RBD immunoglobulin G (IgG) responses in blood were determined before COVID-19 vaccination with mRNA-1273, BNT162b2, Ad26.CoV2-S or ChAdOx1-S, two weeks after first vaccina",2022,2,18
34882654,"Comparative Effectiveness and Antibody Responses to Moderna and Pfizer-BioNTech COVID-19 Vaccines among Hospitalized Veterans - Five Veterans Affairs Medical Centers, United States, February 1-September 30, 2021.","The mRNA COVID-19 vaccines (Moderna and Pfizer-BioNTech) provide strong protection against severe COVID-19, including hospitalization, for at least several months after receipt of the second dose (1,2). However, studies examining immune responses and differences in protection against COVID-19-associated hospitalization in real-world settings, including by vaccine product, are limited. To understand how vaccine effectiveness (VE) might change with time, CDC and collaborators assessed the comparat",2021,12,10
34880128,Humoral protection to SARS-CoV2 declines faster in patients on TNF alpha blocking therapies.,"The persistence of the SARS-CoV2 pandemic, partly due to the appearance of highly infectious variants, has made booster vaccinations necessary for vulnerable groups. Questions remain as to which cohorts require SARS-CoV2 boosters. However, there is a critical lack of data on the dynamics of vaccine responses in patients with chronic inflammatory diseases (CID) undergoing immunosuppressive/disease modifying anti-rheumatic (DMARD) treatment. Here, we present the first data regarding the decline of",2021,12,13
34877586,Adverse reactions and safety profile of the mRNA COVID-19 vaccines among Asian military personnel.,"The use of novel mRNA platforms for COVID-19 vaccines raised concern about vaccine safety, especially in Asian populations that made up less than 10% of study populations in the pivotal vaccine trials used for emergency use authorisation. Vaccine safety issues also remain a concern in assessing the clinical risks and benefits of vaccine boosters, particularly in specific age groups or segments of the population. This study describes a vaccination exercise involving Asian military personnel, and ",2021,12,9
34874183,Robust immune responses are observed after one dose of BNT162b2 mRNA vaccine dose in SARS-CoV-2-experienced individuals.,"The use of coronavirus disease 2019 (COVID-19) vaccines will play the major role in helping to end the pandemic that has killed millions worldwide. COVID-19 vaccines have resulted in robust humoral responses and protective efficacy in human trials, but efficacy trials excluded individuals with a prior diagnosis of COVID-19. As a result, little is known about how immune responses induced by mRNA vaccines differ in individuals who recovered from COVID-19. Here, we evaluated longitudinal immune res",2022,2,14
34872162,Efficacy and safety of heterologous booster vaccination with Ad26.COV2.S after BNT162b2 mRNA COVID-19 vaccine in haemato-oncological patients with no antibody response.,"Patients with haemato-oncological malignancies are one of the high-risk groups for a severe course in case of COVID-19 infections. Furthermore, vaccination results in significantly lower response rates in haematological malignancies and lower antibody levels in patients with solid cancer. We investigated efficacy and safety of a heterologous booster vaccination with Ad26.COV2.S DNA vector vaccine in haemato-oncological patients without antibody response after double-dose BNT162b2 messenger (m-)R",2022,2,1
34865109,No further delays in offering booster doses in countries experiencing a major resurgence of COVID-19.,no abstract,2022,1,5
34862313,"Immunogenicity, safety and reactogenicity of a heterogeneous booster following the CoronaVac inactivated SARS-CoV-2 vaccine in patients with SLE: a case series.","Since the COVID-19 pandemic, CoronaVac, an inactivated SARS-CoV-2 vaccine, has been widely deployed in several countries for emergency use. However, the immunogenicity of the inactivated vaccine was relatively lower when compared to other vaccine types and was even more attenuated in autoimmune patients with rheumatic disease. A third-dose SARS-CoV-2 vaccination in immunosuppressed population is recommended in order to improve immune response. However, the data were limited to those initially re",2021,12,9
34845421,Covid-19 vaccine and its consequences in pregnancy: Brief review.,"Pregnancy is linked to a higher incidence of severe Covid-19. It's critical to find safe vaccinations that elicit protective pregnant and fetal immune responses. This review summarises the rate of COVID-19 infection, maternal antibodies responsiveness, placenta antibody transmission, and adverse events after COVID-19 vaccination in pregnancy studied in epidemiological studies evaluating mRNA vaccines. Potential COVID-19 infection in pregnant women can be prevented using mRNA-based vaccinations. ",2021,12,1
34835217,Willingness to Receive the Booster COVID-19 Vaccine Dose in Poland.,"COVID-19 vaccinations are essential to mitigate the pandemic and prevent severe SARS-CoV-2 infections. However, the serum antibody levels in vaccinated individuals gradually decrease over time, while SARS-CoV-2 is undergoing an evolution toward more transmissible variants, such as B.1.617.2, ultimately increasing the risk of breakthrough infections and further virus spread. This cross-sectional online study of adult Poles (n = 2427) was conducted in September 2021 (before a general recomm",2021,11,29
34828612,"COVID-19 Delta Variant: Perceptions, Worries, and Vaccine-Booster Acceptability among Healthcare Workers.","Background: As the COVID-19 Delta variant has spread across the globe, healthcare workers' (HCWs) knowledge, worries, and vaccine booster acceptance should be assessed. Methods: Online questionnaires aimed at HCWs in Saudi Arabia were distributed between 9 and 12 August 2021, aiming to evaluate HCWs' perceptions and worries about the Delta variant as well as their feelings about receiving a booster-vaccine. Results: A total of 1279 HCWs participated, with 51.1% being physici",2021,11,30
34824035,Inactivated SARS-CoV-2 vaccines elicit immunogenicity and T-cell responses in people living with HIV.,"To date, the effects of SARS-CoV-2 vaccines on people living with HIV (PLWH) were mainly focused on messenger RNA (mRNA) and adenovirus vector-based vaccines, and little is known about the effects of inactivated virus-based vaccine. This study was designed to determine the effects of inactivated SARS-CoV-2 vaccines on PLWH. Twenty-four HIV-positive individuals and 24 healthy donors (HD) were respectively recruited from Malipo Country People's Hospital and community in Kunming city. Enumeration o",2021,12,27
34820240,A Case of Idiopathic Thrombocytopenic Purpura After Booster Dose of BNT162b2 (Pfizer-Biontech) COVID-19 Vaccine.,"Vaccination is now considered the best measure in minimizing the morbidity and mortality from the Covid-19 pandemic. Almost all the vaccines are considered safe except for minor and occasional side effects. Some of the commonly reported complications from the COVID-19 vaccines are vaccine-induced thrombotic thrombocytopenia?VITT)/thrombosis with thrombocytopenia syndrome/vaccine-induced pro-thrombotic immune thrombocytopenia syndrome. In this case report, we present a case of a 75-year-old fema",2021,11,26
34815117,Variant SARS-CoV-2 mRNA vaccines confer broad neutralization as primary or booster series in mice.,"Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) is the causative agent of a global pandemic. Safe and effective COVID-19 vaccines are now available, including mRNA-1273, which has shown 94% efficacy in prevention of symptomatic COVID-19 disease. However, the emergence of SARS-CoV-2 variants has led to concerns of viral escape from vaccine-induced immunity. Several variants have shown decreased susceptibility to neutralization by vaccine-induced immunity, most notably B.1.351 (Beta),",2021,12,22
34802792,BNT162b2 mRNA COVID-19 vaccine Reactogenicity: The key role of immunity.,"We examined the impact of pre-existing SARS-CoV-2-specific cellular immunity on BNT162b2 mRNA COVID-19 vaccine reactogenicity. Of 96 healthcare workers (HCWs), 76% reported any vaccine reaction (first dose: 70%, second dose: 67%), none of which was severe. Following first dose, systemic reactions were significantly more frequent among HCWs with past infection than in infection-naïve individuals, and among HCWs with pre-existing cellular immunity than in those without it. The rate of systemic rea",2021,12,22
34797219,Humoral Immunogenicity of mRNA COVID-19 Vaccines Among Patients With Inflammatory Bowel Disease and Healthy Controls.,Patients with inflammatory bowel disease (IBD) on immune-modifying therapies may have a lower vaccine response to certain vaccines. The aim of our study was to evaluate humoral immunogenicity of mRNA coronavirus disease 2019 (COVID-19) vaccines among patients with IBD and healthy controls (HCs). We performed a prospective study to evaluate humoral immunogenicity among patients with IBD and HCs after completion of mRNA COVID-19 vaccines. One hundred twenty-two patients with IBD and 60 HCs were en,2022,1,13
34788858,Safety and immediate humoral response of COVID-19 vaccines in chronic kidney disease patients: the SENCOVAC study.,"Chronic kidney disease (CKD) patients are at high-risk for severe Covid-19. The multicentric, observational and prospective SENCOVAC study aims to describe the humoral response and safety of SARS-CoV-2 vaccines in CKD patients. Safety and immediate humoral response results are reported here. Four cohorts of patients were included: kidney transplant (KT) recipients, haemodialysis (HD), peritoneal dialysis (PD) and non-dialysis CKD patients from 50 Spanish centres. Adverse events after vaccine dos",2022,1,21
34788497,mRNA vaccines against COVID-19: a showcase for the importance of microbial biotechnology.,Pfizer-BioNTech and Moderna developed in record time mRNA vaccines against COVID-19 of high efficacy. The modest protection achieved with a similarly designed mRNA from CureVac underlines the importance of biotechnological details in formulation such as replacement of uridine by pseudouridine in the mRNA encoding the SARS-CoV-2 spike protein or the lipid composition of the nanoparticle coating the mRNA. Phase 3 vaccine trials and vaccine studies in special subject groups as well observational st,2022,1,10
34781162,Impaired immunogenicity to COVID-19 vaccines in autoimmune systemic diseases. High prevalence of non-response in different patients' subgroups.,"Autoimmune systemic diseases (ASD) may show impaired immunogenicity to COVID-19 vaccines. Our prospective observational multicenter study aimed to evaluate the seroconversion after the vaccination cycle and at 6-12-month follow-up, as well the safety and efficacy of vaccines in preventing COVID-19. The study included 478 unselected ASD patients (mean age 59 ±?5 years), namely 101 rheumatoid arthritis (RA), 38 systemic lupus erythematosus (SLE), 265 systemic sclerosis (SSc), 61 cryoglobulinemic ",2021,12,28
34775740,Booster or additional vaccination doses in patients vaccinated against COVID-19.,"Several health organizations, mainly in Western countries, have recently authorized the use of a booster dose of the COVID-19 vaccine for patients previously vaccinated with mRNA vaccines, with criteria that do not always coincide. The COVID Scientific Committee of the Illustrious College of Physicians of Madrid (ICOMEM) has received and asked several questions about this situation, to which the group has tried to give answers, after deliberation and consensus. The efficacy of the vaccines admin",2021,11,15
34763949,COVID-19 vaccine - Long term immune decline and breakthrough infections.,"Since the introduction of BNT162b2 mRNA COVID-19 vaccine by Pfizer in late 2020, efficacy and immunogenicity waning of COVID-19 vaccines was reported, and decision making regarding a booster remains a top priority worldwide, a decision that should be made based on breakthrough infection rate and antibody titer decline overtime. We conducted a 5-month longitudinal prospective study involving vaccinated healthcare personnel, who were tested monthly for antibody titer, and sampled biweekly and on c",2021,11,26
34759001,Longitudinal SARS-CoV-2 mRNA Vaccine-Induced Humoral Immune Responses in Patients with Cancer.,"Longitudinal studies of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) vaccine-induced immune responses in patients with cancer are needed to optimize clinical care. In a prospective cohort study of 366 (291 vaccinated) patients, we measured antibody levels [anti-spike (IgG-(S-RBD) and anti-nucleocapsid immunoglobulin] at three time points. Antibody level trajectories and frequency of breakthrough infections were evaluated by tumor type and timing of treatment relative to vaccinati",2022,1,7
34756184,Effectiveness of a third dose of the BNT162b2 mRNA COVID-19 vaccine for preventing severe outcomes in Israel: an observational study.,"Many countries are experiencing a resurgence of COVID-19, driven predominantly by the delta (B.1.617.2) variant of SARS-CoV-2. In response, these countries are considering the administration of a third dose of mRNA COVID-19 vaccine as a booster dose to address potential waning immunity over time and reduced effectiveness against the delta variant. We aimed to use the data repositories of Israel's largest health-care organisation to evaluate the effectiveness of a third dose of the BNT162b2 mRNA ",2021,12,14
34747190,The mRNA COVID-19 vaccine in patients with cancer receiving checkpoint inhibitor therapy: what we know and what we don't.,no abstract,2022,1,12
34746900,Lymphadenopathy after the third Covid-19 vaccine.,"Axillary lymphadenopathy ipsilateral to the vaccination site has been clinically and radiologically reported after administration of COVID-19 vaccines. This can be an important diagnostic dilemma, particularly in cancer patients who are being staged or re-staged, as this benign entity may mimic metastasis, cause unnecessary biopsies and changes in therapy. Here we present a breast cancer patient and a patient with squamous cell carcinoma of the head and neck, who had already received the first t",2021,12,24
34744992,Case Report: Multiple Sclerosis Relapses After Vaccination Against SARS-CoV2: A Series of Clinical Cases.,"Objective: To describe a temporal association between COVID-19 vaccine administration and multiple sclerosis (MS) relapses. Methods: This case series study was collected in four MS Centres in Central Italy, using data from 16 MS patients who received COVID-19 vaccination and presented both clinically and radiologically confirmed relapses between March and June 2021. We collected patients' relevant medical history, including demographics, MS clinical course, disease-modifying treatm",2021,11,10
34741188,Evaluation of antibody response to BNT162b2 mRNA COVID-19 vaccine in patients affected by immune-mediated inflammatory diseases up to 5 months after vaccination.,"SARS-CoV-2 vaccination with mRNA product BNT162b2 elicited high immunogenicity in healthy subjects in trials. This study aims to better understand the factors that influence the humoral immune response to vaccination against SARS-CoV-2 in patients with immune-mediated inflammatory diseases (IMIDs). We enrolled patients and healthy healthcare workers control group (HCW) that underwent mRNA BNT162b2 vaccination and measured the serum IgG anti-S-RBD response at booster dose (T1), one month after bo",2021,11,8
34740463,Acute Myocarditis after COVID-19 vaccination: A case report.,"The etiology of myocarditis often remains undetermined. A large variety of infectious agents, systemic diseases, drugs, and toxins can cause the disease. We report the case of a 19-year-old man who developed myocarditis three days after Pfizer-BioNTech COVID-19 booster vaccination. A 19-year-old man, presenting with troponin-positive acute chest pain, was referred to our department. He had received the Pfizer-BioNTech COVID-19 vaccine three days prior to his admission. The diagnosis of acute myo",2021,11,24
34735426,"Effectiveness of 2-Dose Vaccination with mRNA COVID-19 Vaccines Against COVID-19-Associated Hospitalizations Among Immunocompromised Adults - Nine States, January-September 2021.","Immunocompromised persons, defined as those with suppressed humoral or cellular immunity resulting from health conditions or medications, account for approximately 3% of the U.S. adult population (1). Immunocompromised adults are at increased risk for severe COVID-19 outcomes (2) and might not acquire the same level of protection from COVID-19 mRNA vaccines as do immunocompetent adults (3,4). To evaluate vaccine effectiveness (VE) among immunocompromised adults, data from the VISION Network* on ",2021,11,5
34735422,"The Advisory Committee on Immunization Practices' Interim Recommendations for Additional Primary and Booster Doses of COVID-19 Vaccines - United States, 2021.","Three COVID-19 vaccines are currently approved under a Biologics License Application (BLA) or authorized under an Emergency Use Authorization (EUA) by the Food and Drug Administration (FDA) and recommended for primary vaccination by the Advisory Committee on Immunization Practices (ACIP) in the United States: the 2-dose mRNA-based Pfizer-BioNTech/Comirnaty and Moderna COVID-19 vaccines and the single-dose adenovirus vector-based Janssen (Johnson &amp; Johnson) COVID-19 vaccine (1,2) (Box 1). In ",2021,11,5
34717923,Lower Serologic Response to COVID-19 mRNA Vaccine in Patients With Inflammatory Bowel Diseases Treated With Anti-TNFa.,"Patients with inflammatory bowel diseases (IBD), specifically those treated with anti-tumor necrosis factor (TNF)a biologics, are at high risk for vaccine-preventable infections. Their ability to mount adequate vaccine responses is unclear. The aim of the study was to assess serologic responses to messenger RNA-Coronavirus Disease 2019 vaccine, and safety profile, in patients with IBD stratified according to therapy, compared with healthy controls (HCs). Prospective, controlled, multicenter Isra",2022,1,31
34696273,Predictors of Humoral Response to mRNA COVID19 Vaccines in Kidney Transplant Recipients: A Longitudinal Study-The COViNEPH Project.,"The efficacy of SARS-CoV-2 vaccination among kidney transplant recipients (KTR) is low. The main goal of this study was to analyze factors that may influence the humoral response to vaccination. We analyzed the titer magnitude of IgG antibodies directed against spike (S)-SARS-CoV-2 antigen after the second dose of the mRNA vaccine in 142 infection naïve KTR (83 men, i.e., 58.4%) with a median age (IQR) of 54 (41-63), and 36 respective controls without chronic kidney disease. mRNA-1273 or BNT162b",2021,10,29
34690347,[Humoral immunity against SARS-CoV-2 in workers of social health care centers of Castilla y León after vaccination with the BNT162b2 mRNA vaccine from Pfizer/Biontech.],"Workers and residents of care facilities for elder people/people with disabilities were particularly hit by the COVID-19 pandemic. Workers from these centres were included as a priority group for vaccination against SARS-CoV-2. The Family Ministry of Castilla y León realized a seroprevalence survey measuring the humoral immunity of its workers after the vaccination against SARS-CoV-2. In February and March 2021, IgM/IgG antibodies were measured in 7 social health care centers in a total of 1,085",2021,10,26
34685448,Robust Neutralizing Antibody Responses 6 Months Post Vaccination with BNT162b2: A Prospective Study in 308 Healthy Individuals.,"Elucidating long-term immunity following COVID-19 vaccination is essential for decision-making regarding booster shots. The aim of this study was to investigate the kinetics of neutralizing antibodies (Nabs) against SARS-CoV-2 up to six months after the second vaccination dose with the BNT162b2 mRNA vaccine. Nabs levels were measured on days 1 (before the first vaccine shot), 8, 22 (before the second shot), 36, 50, and 3 and 6 months after the second vaccination (NCT04743388). Three hundred and ",2021,10,26
34680595,The Slower Antibody Response in Myelofibrosis Patients after Two Doses of mRNA SARS-CoV-2 Vaccine Calls for a Third Dose.,"Immunization with mRNA SARS-CoV-2 vaccines has been highly recommended and prioritized in fragile subjects, including patients with myelofibrosis (MF). Available data on the vaccine immune response developed by MF patients and the impact of ruxolitinib treatment are still too fragmented to support an informed decision on a third dose for this category of subjects. Here, we show that 76% of MF patients develop spike-specific IgG after the second mRNA SARS-CoV-2 vaccine dose, but the response has ",2021,10,26
34671773,Heterologous SARS-CoV-2 Booster Vaccinations - Preliminary Report.,"While Coronavirus disease 2019 (Covid-19) vaccines are highly effective, breakthrough infections are occurring. Booster vaccinations have recently received emergency use authorization (EUA) for certain populations but are restricted to homologous mRNA vaccines. We evaluated homologous and heterologous booster vaccination in persons who had received an EUA Covid-19 vaccine regimen. In this phase 1/2 open-label clinical trial conducted at ten U.S. sites, adults who received one of three EUA Covid-",2021,11,10
34659597,NA,"A meta-analysis of the Chinese studies in April 2020, including 3600 patients with cancer and COVID-19, first reported an increase of the COVID-19 risk and the case-fatality in these patients. Then, North-American and European series confirmed the increased COVID-19 risk for patients with cancer, as the increased risk of severe COVID-19 and death, when compared with general population, adjusting for age. Patients with lung cancer have the highest risk of severe respiratory forms, and the highest",2021,10,22
34656379,Immunogenicity and reactogenicity of BNT162b2 booster in BBIBP-CorV-vaccinated individuals compared with homologous BNT162b2 vaccination: Results of a pilot prospective cohort study from Lebanon.,"Facing new COVID-19 waves, the effectiveness of BBIBP-CorV has been noted to be low in countries whose populations were already administered two doses of the vaccine. Heterologous vaccination using ChAdOx1-S/BNT162b2 elicited higher immunogenicity compared with homologous immunization. BBIBP-CorV/BNT162b2 combination is worth testing. In this pilot prospective cohort study conducted at Makassed General Hospital, Beirut, Lebanon, from February 17, 2021, to June 30, 2021, we tested the safety and ",2021,11,12
34642696,A Retrospective Analysis of COVID-19 mRNA Vaccine Breakthrough Infections - Risk Factors and Vaccine Effectiveness.,"Little is known about COVID vaccine breakthrough infections and their risk factors. To identify risk factors associated with COVID-19 breakthrough infections among vaccinated individuals and to reassess the effectiveness of COVID-19 vaccination against severe outcomes using real-world data. We conducted a series of observational retrospective analyses using the electronic health records (EHRs) of Columbia University Irving Medical Center/New York Presbyterian (CUIMC/NYP) up to September 21, 2021",2021,10,16
34636722,mRNA vaccine-induced T cells respond identically to SARS-CoV-2 variants of concern but differ in longevity and homing properties depending on prior infection status.,"While mRNA vaccines are proving highly efficacious against SARS-CoV-2, it is important to determine how booster doses and prior infection influence the immune defense they elicit, and whether they protect against variants. Focusing on the T cell response, we conducted a longitudinal study of infection-naïve and COVID-19 convalescent donors before vaccination and after their first and second vaccine doses, using a high-parameter CyTOF analysis to phenotype their SARS-CoV-2-specific T cells. Vacci",2021,10,28
34635537,Immunosuppression reduction when administering a booster dose of the BNT162b2 mRNA SARS-CoV-2 vaccine in kidney transplant recipients without adequate humoral response following two vaccine doses: protocol for a randomised controlled trial (BECAME study).,"Inadequate antibody response to mRNA SARS-CoV-2 vaccination has been described among kidney transplant recipients. Immunosuppression level and specifically, use of antimetabolite in the maintenance immunosuppressive regimen, are associated with inadequate response. In light of the severe consequences of COVID-19 in solid organ transplant recipients, we believe it is justified to examine new vaccination strategies in these patients. BECAME is a single-centre, open-label, investigator-initiated ra",2021,10,15
34634634,Serologic response to COVID-19 infection and/or vaccine in cancer patients on active treatment.,It was shown that immunocompromised patients have significantly reduced immunologic responses to COVID-19 vaccines. The immunogenicity of COVID-19 vaccine/infection in patients with solid tumors is reduced. We evaluated the immunologic response to COVID-19 and/or the BNT162b2 mRNA COVID-19 vaccine among cancer patients on active treatments and reviewed previous literature to identify subgroups that may require third vaccination. Anti-SARS-CoV-2 S1/S2 antibodies were measured in a cohort of 202 c,2021,12,23
